Organization,Mission,Families,Educators,Workspace,Rank
Families & Youth Inc,0.069040398,0.100657787,0.08525345,0.054612691,0.07460752
Credit Unions in the State of New Mexico,0.286161311,0.332352896,0.300554522,0.256311592,0.291283824
Rehoboth Christian School Association,0.134080318,0.142083081,0.108774874,0.144084597,0.132863918
Dzilth Na O Dith Hle DzilthNaODithHle School Board of Education,0.104577687,0.141117757,0.098395114,0.104749929,0.109665977
New Mexico Association of Counties,0.142079326,0.194723725,0.156755176,0.124651765,0.150394774
SANTA FE ANIMAL SHELTER INC,0.177155321,0.190817381,0.198270056,0.190633489,0.185197815
LAS CUMBRES COMMUNITY SERVICES INC,0.090773476,0.118026787,0.093589067,0.076602538,0.093423137
Biomedical Research Institute of New Mexico,0.11454652,0.156908502,0.122321902,0.105008858,0.121313137
Albuquerque Country Club,0.159643441,0.182970729,0.170285985,0.148727841,0.163485813
MENAUL SCHOOL,0.103426931,0.128371086,0.100580922,0.120654981,0.109981297
NEW MEXICO CHRISTIAN CHILDRENS HOME INC,0.076097249,0.097032363,0.092039245,0.083178011,0.083423561
Bioneers,0.160813885,0.209034597,0.173173467,0.160752288,0.170900334
Explora Science Center & Childrens Museum of Albuquerque,0.144202186,0.160284898,0.114428091,0.154652345,0.143661982
Corrales Friends of Animals Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
U N M Lobo Club,0.124255142,0.153629554,0.122865262,0.111500937,0.12679353
NATIVE AMERICAN PROFESSIONAL PARENT RESOURCES INC,0.157522863,0.18004834,0.157149526,0.161999483,0.161960989
Catholic Charities in the Archdiocese of Santa Fe,0.263994941,0.302616558,0.299607254,0.274876049,0.278180781
All Faiths Children's Advocacy Center,0.18928024,0.203866484,0.202593631,0.19716884,0.195244946
Lensic Performing Arts Center Corporation,0.122839094,0.149819498,0.123568103,0.130567572,0.128745409
Albuquerque Area Indian Health Board Inc,0.153616344,0.190401557,0.170832253,0.127696766,0.158296601
Ccrc Inc,0.075388588,0.112467041,0.093471081,0.071305312,0.083901533
Archaeological Conservancy,0.101725685,0.144942663,0.134957642,0.111330632,0.116067999
Young Mens Christian Association of Albuquerque,0.106052381,0.119496998,0.098151376,0.091042013,0.104474588
New Mexico Biopark Society Inc,0.108303131,0.14259599,0.125078773,0.118357638,0.118490299
New Mexico Coalition of Sexual Assault Programs,0.076465392,0.109540182,0.087248972,0.072698064,0.083147232
New Mexico Property Insurance Program,0.090838621,0.125789272,0.125698652,0.083811207,0.101302499
Heading Home,0.112630272,0.146529982,0.137036856,0.112655262,0.122352153
AMERICAN INDIAN SCIENCE AND ENGINEERING SOCIETY,0.121165478,0.155581243,0.117601558,0.11771912,0.125733059
Ghost Ranch Education & Retreat Center,0.136581993,0.157984951,0.136577883,0.138188112,0.140416154
Childrens Choice Child Care Service Inc,0.050935446,0.067684326,0.052385296,0.056755937,0.05493865
COMMUNITY PANTRY,0.139167482,0.135953157,0.152551014,0.15042818,0.142739133
Sheet Metal Workers-49 Welfare Fund,0.160646773,0.196322634,0.175758198,0.125555271,0.163262737
Capacity Builders Inc,0.09953876,0.149801143,0.115730176,0.0872036,0.108558533
Black Diamond Camps,0.054821812,0.073462504,0.071317601,0.080710693,0.064992706
La Vida Felicidad Inc,0.129576385,0.153979264,0.124903665,0.122915591,0.131754613
"A Better Way of Living, Inc.",0.040008322,0.068733086,0.057921457,0.045523772,0.048700547
Frost Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
International Brotherhood of Electrical Workers,0.17903714,0.217365982,0.203476387,0.167855433,0.18763487
Three Rivers Education Foundation Inc,0.101366823,0.142676386,0.099100825,0.086894998,0.105462113
Roosevelt County Rural Telephone Cooperative Inc,0.120660029,0.171169079,0.152077063,0.120517704,0.134290656
Northern Rio Arriba Electric Cooperative Inc,0.169398527,0.227402938,0.201474612,0.170053157,0.184521048
Unm Rainforest Innovations,0.15533422,0.209544463,0.174863233,0.14201244,0.165403799
Eastern Plains Caa Inc,0.101150664,0.138375204,0.122256361,0.115726068,0.113301604
Jewish Community Center of Greater Albuquerque Inc,0.077000763,0.105206256,0.081341813,0.084730514,0.083713478
SUPPORTIVE HOUSING COALITION OF NEW MEXICO,0.15225893,0.188087937,0.173074084,0.134378652,0.158719577
Pecos Valley Medical Center Inc,0.15361629,0.200965418,0.164700921,0.147841226,0.162392739
NATIONAL INDIAN COUNCIL ON AGING INC,0.126302359,0.165432459,0.143467619,0.111077906,0.13314751
Credit Unions in the State of New Mexico,0.169094295,0.169921591,0.18388155,0.169852909,0.171823156
WildEarth Guardians,0.095097556,0.131444606,0.118604485,0.099655745,0.105832917
Zia Therapy Center Inc,0.110898466,0.155476501,0.139480415,0.104855585,0.12208465
J & J Home Care Inc,0.137813385,0.17233192,0.155997036,0.125684783,0.144575649
Fort Defiance Housing Corporation,0.070083177,0.099619538,0.095297023,0.085433789,0.081766647
New Mexico Community Foundation,0.143228198,0.190763978,0.153338376,0.140255107,0.152340342
Rio Grande School,0.142015425,0.130015518,0.136262909,0.171532959,0.143976277
Site Santa Fe,0.153088702,0.17217576,0.159642219,0.162281474,0.15889426
Noahs Ark Children Center,0.205764804,0.186684293,0.160420926,0.184441008,0.19147344
NRA SPECIAL CONTRIBUTION FUND NRA WHITTINGTON CENTER,0.107032971,0.124536403,0.103509772,0.096574803,0.107619982
P B & J FAMILY SERVICES INC,0.090139401,0.109468133,0.099285333,0.09813931,0.096218497
Child & Family Services Inc of Lea County,0.05880609,0.08359065,0.070211743,0.066810338,0.066171834
Santa Fe Habitat for Humanity,0.107177512,0.146117605,0.132474136,0.110096736,0.118370169
LOS ALAMOS NATIONAL LABORATORY FOUNDATION,0.151466429,0.189372593,0.138381556,0.146511417,0.154777476
San Juan Regional Rehabilitation Hospital Inc,0.275627744,0.310011321,0.298377934,0.272757025,0.284671585
Santa Fe Community Housing Tr,0.217318722,0.260757012,0.229416182,0.197643197,0.223295426
New Mexico Property & Casualty Insurance Guaranty Association,0.342895064,0.374790414,0.387969878,0.305187016,0.34943875
COMMUNITY ACTION AGENCY OF SOUTHERN NEW MEXICO,0.116978006,0.144119691,0.121990968,0.119526877,0.122761925
Animas Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
LA Clinica Delpueblo De Rio Ariba,0.245366167,0.287918402,0.244864658,0.214479649,0.247226868
Central New Mexico Housing Corporation,0.076369733,0.103644968,0.106776431,0.084845094,0.087395948
"Yes Housing, Inc.",0.094801491,0.131904228,0.114736243,0.091500505,0.103757575
Mountain Home Health Care Inc,0.184368713,0.20004004,0.190888552,0.154728365,0.183127182
American Society for Mass Spectrometry,0.150475786,0.200789633,0.15441788,0.146120495,0.158792561
"La Familia, Inc.",0.051987907,0.070177745,0.062090562,0.053930046,0.057027012
New Mexico Activities Association,0.224636495,0.248016819,0.211283301,0.221184964,0.225732428
Rgec Inc,0.075346741,0.109852202,0.084870585,0.080002205,0.083460869
Boy Scouts of America,0.088563346,0.087862617,0.096539641,0.102303151,0.092065908
Mora Valley Community Health Services Inc,0.104124868,0.125913807,0.11764662,0.093460424,0.108232576
First Step Center,0.24384003,0.234343568,0.232236773,0.216424251,0.235754114
Chi St Josephs Children,0.031844451,0.0576362,0.064100079,0.050235682,0.044584219
Mandy's Special Farm,0.113144167,0.145513072,0.113150807,0.114682311,0.118796448
The National Center for Genome Resources,0.13720846,0.189644877,0.144065764,0.133621195,0.146492869
Tohatchi Area of Opportunity & Services Inc,0.086539612,0.121298112,0.095141839,0.085295765,0.093559092
Southwestern Line Construction Electrical Joint Apprenticeship,0.121019769,0.160491636,0.127499869,0.100456546,0.125251226
DE Baca Family Practice Clinic,0.225696564,0.2795795,0.24267149,0.199878241,0.233203154
New Mexico Gas Company Inc VEBA Tr for Retirees Not Subject To Collec,0.130429831,0.164138675,0.160400328,0.121033409,0.139476984
Cramer Creek Inc,0.14669451,0.179458424,0.157367327,0.136113211,0.152170416
Lobo Development Corporation,0.102093071,0.158990519,0.11925515,0.098105745,0.113771771
UNITED WAY OF SANTA FE COUNTY INC,0.062858055,0.085113933,0.078091376,0.083303121,0.072513766
Northern Area Local Workforce Development Board,0.144709436,0.193168055,0.150755695,0.120827864,0.149813321
Los Alamos Economic Development Corporation,0.171146229,0.215284119,0.189931677,0.150635396,0.17821498
Greater Albuquerque Habitat for Humanity,0.048737289,0.06946361,0.082143441,0.064061155,0.060313345
Credit Unions in the State of New Mexico,0.158382608,0.198807187,0.19840545,0.143483577,0.16930734
State Bar of New Mexico,0.132895697,0.170008616,0.150811788,0.117059156,0.139427775
University of New Mexico Robert O Anderson School of Business and Ad,0.107274175,0.137720064,0.102005856,0.094338952,0.109314566
Thornburg Foundation,0.107168486,0.140498408,0.137164071,0.120029203,0.11986619
Desert Academy at Santa Fe,0.31600116,0.295185854,0.234823931,0.29833479,0.296058009
AMP CONCERTS,0.112190906,0.141695314,0.108648445,0.118101023,0.117502917
United Association of Journeymen & Apprentices of the Plumbing & Pipe,0.142037142,0.183692905,0.161345045,0.131787681,0.150489509
Children in Need of Services Inc,0.099919908,0.120036825,0.09916411,0.110700161,0.10494347
New Mexico Cancer Care Alliance,0.186564379,0.226178972,0.203825454,0.173656901,0.193892411
San Juan Center for Independence Inc,0.113371256,0.155156862,0.124709349,0.102974174,0.120492359
School for Advanced Research,0.130462656,0.174860627,0.127520881,0.135188211,0.138159614
ESCUELA DEL SOL MONTESSORI INC,0.250815002,0.25044285,0.22208866,0.276715799,0.250282052
Jonathan and Kathleen Altman Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
New York State Catholic Health Plan Inc,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Healthfirst Phsp Inc,0.149168987,0.180569031,0.161524392,0.124040606,0.152273498
NEW YORK UNIVERSITY,0.068313092,0.105128613,0.066385725,0.076575245,0.07550481
New York and Presbyterian Hospital,0.102419654,0.142260586,0.108825458,0.095196997,0.108923667
Trustees of Columbia University in the City of New York,0.06428126,0.101445692,0.066023615,0.075067118,0.072563367
Memorial Sloan Kettering Cancer Center,0.180019585,0.206631028,0.180571485,0.159997301,0.181209762
Health Insurance Plan of Greater New York,0.064476138,0.100896802,0.092322074,0.069110688,0.075959663
Cornell University,0.06174588,0.101186622,0.072281858,0.068118142,0.071137377
NYU LANGONE HOSPITALS,0.128296329,0.152052383,0.131845859,0.118398254,0.131197581
University of Rochester,0.244173463,0.220013177,0.225116592,0.263622711,0.240212145
Montefiore Medical Center,0.093460586,0.110628483,0.099495632,0.104352867,0.099143123
Goldman Sachs Philanthropy Fund,0.27186506,0.293086059,0.277704021,0.275078126,0.276910564
Metroplus Health Plan Inc,0.119690197,0.166051442,0.139849211,0.104922739,0.128315664
Long Island Jewish Medical Center,0.074176533,0.114087753,0.095782294,0.077797885,0.085032922
Mount Sinai Hospital,0.113617947,0.155988958,0.125151382,0.119190708,0.123530815
Mother Cabrini Health Foundation,0.116181065,0.15127987,0.132730672,0.105191827,0.122957594
Icahn School of Medicine at Mount Sinai,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
North Shore University Hospital,0.084240535,0.12461172,0.099134189,0.08309942,0.093261156
MVP Health Plan Inc,0.151998238,0.169882699,0.161630699,0.132135108,0.15327387
Healthfirst Health Plan Inc,0.176465214,0.219712716,0.196493478,0.148869109,0.182411824
Chancellor Masters and Scholars of the University of Cambridge,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Boeing Company VEBA Master Trust,0.113866214,0.15270956,0.138589285,0.09820254,0.121850005
Albany Medical Center Group Organization,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
City University Construction Fund,0.138509688,0.176807351,0.14329581,0.117326009,0.142159706
Northwell Healthcare Inc,0.089412931,0.136710318,0.106831462,0.080192078,0.098662108
1199 National Benefit Fund for Hospital & Human Service Employees,0.154893118,0.178072823,0.164670386,0.127678815,0.15585023
Affinity Health Plan Inc,0.0739329,0.105538793,0.088786319,0.068127595,0.080708568
Capital District Physicians Health Plan Inc,0.145658791,0.192576146,0.175390656,0.126707046,0.155275037
Nyu Langone Hospitals,0.273932988,0.303314654,0.285508064,0.224167664,0.272464891
Vns Choice,0.044403822,0.063865261,0.065842404,0.049427775,0.052057817
Building Service 32B-J Health Fund,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Lenox Hill Hospital,0.084423179,0.124405243,0.099914065,0.082964451,0.09342555
Independent Health Association Inc,0.157534841,0.21252818,0.190148941,0.144213569,0.169915869
Syracuse University,0.246624698,0.259925987,0.204720304,0.226245452,0.238460973
Kaleida Health,0.146802501,0.188266361,0.166925589,0.129651128,0.15420843
Health Research Incorporated,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Maimonides Medical Center-,0.072787153,0.11198871,0.090764452,0.078386434,0.083250176
Hospital for Special Surgery,0.182945277,0.205865735,0.208120126,0.188877086,0.191949796
IBM Corp Medical & Dental Benefits Plan Tr P92435,0.154848924,0.192679346,0.169143448,0.129095668,0.159244206
St Lukes Roosevelt Hospital Center,0.116916517,0.145472754,0.133276231,0.113120469,0.123769834
Research Foundation For State University of New York,0.095354644,0.143955382,0.105903155,0.094557793,0.105080044
Paulson Family Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Pfizer Patient Assistance Foundation Inc,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Elderplan Inc,0.060720864,0.08772098,0.083104911,0.057610167,0.068433108
College Board,0.088620964,0.115942225,0.076707034,0.082170799,0.090113825
Memorial Sloan Kettering Cancer Center,0.052728841,0.079494587,0.077188773,0.060460286,0.062555028
Rochester General Hospital,0.065972142,0.09171595,0.090268334,0.065890601,0.074298552
Staten Island University Hospital,0.085677908,0.126628209,0.100640162,0.081546553,0.094308108
Manhattan and Bronx Surface Transit Operating Authority,0.277358603,0.295088527,0.280581894,0.260224446,0.277995113
NewYork Presbyterian NewYorkPresbyterian Brooklyn Methodist Hospital,0.118317225,0.153203388,0.135917156,0.113353472,0.126237615
Fordham University,0.039081277,0.058153832,0.059840198,0.061726093,0.049493992
Conference On Jewish Material Claims Against Germany,0.201811511,0.225828133,0.226836631,0.193584364,0.208613943
Beth Israel Medical Center,0.081862917,0.115958007,0.10016903,0.085381795,0.091182931
Foundation To Promote Open Society,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Rochester Institute of Technology,0.067322916,0.101982694,0.084703671,0.088186365,0.07947358
Jewish Communal Fund,0.083137436,0.123197094,0.11369008,0.094442633,0.096790353
St Johns University New York,0.20827974,0.228886798,0.20216514,0.201920485,0.209635274
Bloomberg Family Foundation Inc,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
St. Francis Hospital US Catholic Conference,0.089678065,0.124789165,0.108942769,0.091984022,0.099125025
Newyork Presbyterian Queens NewyorkPresbyterianQueens,0.134543204,0.186677965,0.149497671,0.126341391,0.144357773
Elderserve Health Inc,0.082089203,0.111026001,0.101761858,0.067528683,0.087764025
"International Rescue Committee, Inc.",0.097483537,0.120255008,0.131172676,0.114898775,0.109796178
Bronxcare Health System,0.06297409,0.095939805,0.0759813,0.059279217,0.070020432
Senior Health Partners Inc,0.055852394,0.090090482,0.085866675,0.064190231,0.067950761
Fund for Policy Reform Inc,0.115229437,0.166572783,0.143561705,0.104603137,0.126737656
"Catholic Medical Mission Board, Inc.",0.059030593,0.10153121,0.092097826,0.073261032,0.073996975
White Plains Hospital Medical Center,0.083110223,0.123371387,0.105554413,0.078316568,0.092762173
Physician Affiliate Group of New York PC,0.072536922,0.11966038,0.095427277,0.089995077,0.087115584
United Health Services Hospitals Inc,0.057098489,0.095792079,0.083373202,0.064444253,0.069150833
American University of Beirut,0.078600933,0.114642155,0.080217079,0.086676042,0.086223013
Good Samaritan Hosptial Medical Center,0.061587434,0.096965249,0.091224087,0.075711166,0.074777134
Vassar Brothers Medical Center,0.076739077,0.106233342,0.100045304,0.07096275,0.084576438
St Peters Hospital,0.104658003,0.140653377,0.123008215,0.105864546,0.113916691
United Technologies Corp Employees Benefit Plan Trust,0.111453924,0.159158082,0.13937154,0.095432534,0.121387321
Plan International Inc,0.252789139,0.312492933,0.278706699,0.248433841,0.266333481
Management Ila ManagementIla Managed Healthcare Employee Benefits Tr,0.209189528,0.244953497,0.218870949,0.174789739,0.211030461
NYC School Support Services Inc,0.168115011,0.20086729,0.171640469,0.142567476,0.169903378
Southside Hospital,0.085677406,0.126917905,0.101459952,0.084558295,0.094994729
St Josephs Hospital Health Center,0.176268484,0.198028285,0.186775383,0.171454032,0.180843859
WEIZMANN INSTITUTE OF SCIENCE,0.11965242,0.150590813,0.116187325,0.136240802,0.126996033
Village Senior Services Corporation,0.073962602,0.099163035,0.096115129,0.066467729,0.080605617
Research Foundation of the City University of New York,0.180793068,0.209427061,0.185128668,0.163341383,0.183379386
Rensselaer Polytechnic Institute,0.093707726,0.137272691,0.107629289,0.100049145,0.104345717
Leona M & Harry B Helmsley Charitable Trust,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Hofstra University,0.204512387,0.223635594,0.178702401,0.219711586,0.205931124
PACE UNIVERSITY,0.112281686,0.144212901,0.111375221,0.125472981,0.119651027
Jamaica Hospital Medical Center,0.117320635,0.145957296,0.14261379,0.108697694,0.124871781
Brookdale Hospital Medical Center,0.043882298,0.089106684,0.077109746,0.060659058,0.05975373
Mary Imogene Bassett Hospital,0.177673166,0.209103586,0.178552986,0.15047808,0.178525692
Delta Dental of New York Inc,0.142057198,0.186275151,0.156185189,0.121203112,0.148305841
N Y C District Council Carpenters Welfare Fund,0.119938223,0.157704528,0.134475332,0.104156629,0.126025193
UNICEF USA,0.07769264,0.088267058,0.092857402,0.076856942,0.081843221
Bon Secours Charity Health System Affiliated Group,0.059405039,0.068400296,0.083224583,0.086491985,0.069388664
The New School,0.026803054,0.053549991,0.042028763,0.046469504,0.037076237
Pension Comm Joint Industry Board of the Electrical Industry,0.113560697,0.158018598,0.1401811,0.099530506,0.123068716
South Nassau Communities Hospital,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
The Metropolitan Museum of Art,0.089117964,0.121975871,0.096155096,0.098475824,0.097326781
The Unity Hospital of Rochester,0.046747233,0.077500898,0.07121307,0.053140248,0.057015986
Garnet Health Medical Center,0.046401786,0.084581491,0.076877317,0.046810196,0.057912394
NY Hotel Trades Council & Hotel Ass Oc of New York City Inc,0.208181755,0.234606272,0.215986432,0.176631071,0.208628173
Guildnet Inc,0.056431665,0.091848341,0.083399881,0.064975856,0.068253179
Andrew W Mellon Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Visiting Nurse Association of Central New York Inc,0.07254947,0.110942699,0.090359698,0.068326593,0.0812129
Young Mens Christian Association Retirement Fund,0.136602863,0.168621287,0.151469026,0.123288165,0.142197845
Rockefeller University,0.14011593,0.184376909,0.14454245,0.142921438,0.148698098
Huntington Hospital Association,0.094117741,0.13749536,0.118541263,0.093514426,0.105317379
Northwell Health Laboratories,0.09764248,0.142776462,0.112859517,0.091879632,0.106740508
Ellis Hospital,0.157248165,0.213879912,0.176998744,0.151997836,0.169103497
Long Island University,0.05638342,0.08537732,0.071404787,0.070983588,0.066152659
United Federation of Teachers Welfare Fund,0.113495984,0.134136967,0.114679356,0.100478865,0.114963856
Museum of Modern Art,0.204222696,0.233444178,0.21225445,0.214519873,0.212147765
"THE SIMONS FOUNDATION, INC.",0.24431205,0.274990818,0.227937658,0.241621431,0.246247676
Crouse Health Hospital Inc,0.158051768,0.186806299,0.170360788,0.137720981,0.161507229
Independence Care System,0.035938878,0.073719803,0.063308559,0.048178458,0.048837242
Rockefeller Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Mercy Hospital of Buffalo,0.074885838,0.11467837,0.096812363,0.07373255,0.084980133
The Brooklyn Hospital Center,0.120622428,0.145031746,0.128731818,0.110321109,0.124325326
Amida Care Inc,0.147996698,0.186064939,0.164440893,0.124186955,0.153113814
DOCTORS WITHOUT BORDERS USA INC,0.134776576,0.164208912,0.167655532,0.13438028,0.145095742
St Barnabas Hospital,0.05776392,0.096341058,0.086371279,0.065834961,0.07030651
Highland Hospital of Rochester,0.124693024,0.152016701,0.136474395,0.111690786,0.129043492
The Leukemia & Lymphoma Society,0.212803723,0.235722663,0.243313819,0.221049717,0.223082894
Our Lady of Lourdes Memorial Hospital Inc,0.056975631,0.084165312,0.084343418,0.080106428,0.069923675
The New York Public Library Astor Lenox and Tilden Foundations,0.098978212,0.13046512,0.094644627,0.110741602,0.105464331
New York Blood Center Inc,0.525085729,0.55004246,0.53254716,0.531028504,0.531479218
Bar Ilan University in Israel,0.093385455,0.130386845,0.095135057,0.110128977,0.102634541
New York Presbyterian YorkPresbyterian Fund Inc,0.117445472,0.164545204,0.154176451,0.116129723,0.131197966
WORLD FEDERATION OF HEMOPHILIA USA,0.111616637,0.143734837,0.145520428,0.120483912,0.124098182
Wyckoff Heights Medical Center,0.142996186,0.174299089,0.146827258,0.128965068,0.146513329
JOHN T MATHER MEMORIAL HOSPITAL,0.066143549,0.095174914,0.085236507,0.075272332,0.075685733
Ithaca College,0.070065163,0.107866909,0.066817824,0.079724773,0.077434166
Champlain Valley Physicians Hospital Medical Center,0.171589428,0.209784326,0.187509751,0.160397103,0.178743244
Glens Falls Hospital Inc,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
AMERICAN JEWISH JOINT DISTRIBUTION COMMITTEE INC,0.066832275,0.098731265,0.096732408,0.080900583,0.079476847
RICHMOND MEDICAL CENTER,0.095570556,0.13634416,0.111905043,0.094055863,0.104836122
INSTITUTE OF INTERNATIONAL EDUCATION INC,0.076460899,0.114367737,0.076694017,0.079465609,0.083318343
Albert Einstein College of Medicine Inc,0.165819376,0.209283928,0.162359645,0.162761635,0.171977223
Sisters of Charity Hospital of Buffalo New York,0.074885838,0.11467837,0.096812363,0.07373255,0.084980133
Yeshiva University,0.06330299,0.087939988,0.06254527,0.088660576,0.071509134
Albany Medical Center,0.105000365,0.153291598,0.126036557,0.110447412,0.117462777
Centerlight Healthcare Inc,0.074935804,0.106897473,0.089696966,0.068374475,0.081629387
Catholic Managed Long Term Care Inc,0.077654934,0.124906155,0.113520165,0.083587935,0.092496509
New York State Nurses Association Benefit Fund,0.102952175,0.133840008,0.118521396,0.080429326,0.106941209
New York Institute of Technology,0.24931906,0.260780482,0.202812471,0.237562091,0.241518704
Montefiore Health System Inc,0.05489525,0.089530271,0.079463143,0.074185098,0.067977377
United States Tennis Association Inc,0.08281309,0.120813727,0.099540759,0.089733227,0.09308783
Colgate University Treasurers Office,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Faxton St FaxtonSt Lukes Healthcare,0.12765942,0.181363949,0.149711101,0.118304422,0.138726288
District Council 37 Benefits Fund Trust,0.163723315,0.197020405,0.189033115,0.139710366,0.169488972
Touro College,0.114020238,0.155955394,0.128981346,0.119869844,0.124477883
METROPOLITAN OPERA ASSOCIATION INC,0.189842186,0.224487346,0.211129807,0.214712197,0.203309318
Iatse National Health & Welfare Fund,0.213924138,0.24660255,0.216861997,0.189947406,0.215864061
Fojp Service Corporation,0.129973493,0.180412956,0.15741068,0.11103066,0.139795796
Arnot Ogden Medical Center,0.223980598,0.247031376,0.228246589,0.201782454,0.224833702
Adelphi University,0.091740943,0.115050486,0.079802253,0.087208104,0.092880612
Northern Westchester Hospital Association,0.078550118,0.128407881,0.104171164,0.080036139,0.091377589
Pratt Institute,0.095079703,0.123549023,0.100872916,0.090643486,0.100050756
Phelps Memorial Hospital Association,0.089028722,0.128702186,0.103462026,0.084685927,0.097322717
Marist College,0.093104666,0.124867863,0.091308378,0.111900302,0.101231757
Legal Aid Society,0.036528515,0.064311447,0.071451649,0.051859224,0.049534644
Wellspring Philantropic Fund Inc,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Flushing Hospital & Medical Center,0.372533264,0.385609813,0.383406047,0.354833842,0.373574916
Yourcare Health Plan Inc,0.097022701,0.142243267,0.126505043,0.090006267,0.10830378
Ayco Charitable Foundation,0.139911174,0.173617614,0.162668166,0.163100842,0.153186691
Src Inc,0.059879204,0.086662003,0.09777068,0.087119936,0.075198372
Vassar College,0.059422138,0.086965058,0.059302986,0.073823407,0.066392977
Wildlife Conservation Society,0.131339252,0.159836508,0.138499279,0.143678956,0.13933875
St Catherine of Siena Medical Center,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,0.2868311,0.309014889,0.291276177,0.262005983,0.287131725
New Partners Inc,0.094173687,0.131458439,0.115961834,0.08637206,0.102718899
United Jewish Appeal Federation of Jewish Philanthropies of NY Inc,0.072477464,0.109604543,0.091218997,0.072802448,0.081843063
"Planned Parenthood Federation of America, Inc.",0.04439424,0.080342362,0.078718746,0.058515906,0.058459956
The Jewish Federations of North America Inc,0.108559296,0.140818692,0.124659969,0.110765209,0.11698696
Chs Physician Partners PC,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Bard College,0.088024951,0.121478455,0.079441015,0.103071443,0.094677628
Samaritan Medical Center,0.24617204,0.275752753,0.257663976,0.223956803,0.249314942
American Society for the Prevention of Cruelty to Animals dba ASPCA,0.116972418,0.147356193,0.144772201,0.12474438,0.127965004
Nysarc Inc,0.059653474,0.09384407,0.081519946,0.068828318,0.070525459
Montefiore Nyack Hospital,0.112930946,0.157598798,0.137283266,0.114362869,0.124672962
"Teach For America, Inc.",0.073078367,0.104916538,0.074776192,0.087304952,0.081038797
VISITING NURSE SERVICE OF NEW YORK HOME CARE II,0.075929831,0.113044355,0.094390067,0.066130383,0.08355905
Episcopal Church Clergy and Employees Benefit Trust,0.231315583,0.253819307,0.240783937,0.220052052,0.234767007
St Johns Riverside Hospital,0.167085084,0.20670455,0.180216338,0.164016981,0.17536552
SCO Family of Services,0.046313895,0.058863504,0.063437424,0.053455372,0.052449664
"New York Community Trust aka Community Funds, Inc.",0.08245037,0.112466249,0.105116061,0.090905055,0.092639746
The Jpb Foundation,0.083132009,0.136164974,0.103423947,0.094920849,0.097317633
New York Trades Council & Hotel Association of New York City,0.132665843,0.164675747,0.147015134,0.104867435,0.135759307
Public Health Solutions,0.082613685,0.130447957,0.112661122,0.085761324,0.096118577
St Charles Hospital Corp,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
New York State Industries for the Disabled Inc,0.120540979,0.172537384,0.140533114,0.098606231,0.128883278
Sb Clinical Practice Management Plan Inc,0.17654003,0.205332211,0.162777724,0.158755908,0.176080989
Consumer Reports Inc,0.060330553,0.106200163,0.098348142,0.073731538,0.07654525
Cayuga Medical Center at Ithaca,0.086803064,0.132118142,0.117791178,0.095320974,0.100939915
Acacia Network Housing Inc,0.13883573,0.169284003,0.156234859,0.111393173,0.142236538
Episcopal Health Services Inc,0.095206127,0.137765593,0.11371132,0.097872521,0.105827969
"Project Orbis International, Inc.",0.070651,0.107081957,0.088167348,0.071840633,0.07984049
CLARKSON UNIVERSITY,0.151223839,0.188433022,0.138053458,0.144076778,0.154039129
Skidmore College,0.072339172,0.101541138,0.067768554,0.088246965,0.079095695
St Josephs Hospital Yonkers,0.102622403,0.131620724,0.130457043,0.093834272,0.110629874
Mercy Medical Center,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
TEACHERS COLLEGE COLUMBIA UNIVERSITY,0.105899203,0.135584178,0.100281604,0.10339124,0.109492438
Hudson River Healthcare Inc,0.133326549,0.175635243,0.157223041,0.12069303,0.14225516
Dutchess Educational Health Insurance Consortium,0.084497004,0.123541178,0.112090206,0.077095119,0.094369586
JDRF International,0.095662473,0.129948162,0.127789635,0.110356444,0.109180276
Kingsbrook Jewish Medical Center,0.059238989,0.102200261,0.089382242,0.069076734,0.0730627
