Organization,Mission,Families,Educators,Workspace
MATRIX HUMAN SERVICES,0.07052377699080958,0.11362077009817984,0.09943349314057315,0.08403869754655269
Feeding America West Michigan,0.13793201149625256,0.1524336420505068,0.16163080436185173,0.14457702559283048
Beaumont Medical Group - Specialty Services,0.21207644904153733,0.2501494118138715,0.2324307738468091,0.19809690259082213
Sparrow Carson Hospital,0.09545497215287058,0.13258989450101866,0.11947332691921708,0.09533476236081673
Detroit Zoological Society,0.350194300192602,0.3719222687540302,0.36306998757322817,0.35627529544902603
UAW Ford UAWFord National Development & Training Center,0.14335546695990764,0.17539052093370378,0.14535162265965273,0.10917170597950743
Lutheran Homes of Michigan Inc,0.1335682233080242,0.1638297769704965,0.15610566745965215,0.14433016445680802
Operating Engineers Local 324 Vacation and Holiday Fund of Michi,0.33847971393439646,0.3524974902800426,0.38535347887683336,0.36862151816523014
Ford Motor CO Fund,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Southeastern Michigan Health Association,0.08314739030049523,0.12560366255613686,0.10434162749826315,0.0770130232243722
Michigan United Food Commercial FoodCommercial Wrkrs Union Emp UnionEmp Health Welfare HealthWelfare Fnd,0.20228696866345042,0.24435989121172252,0.2112973443196341,0.17153167539766379
Credit Unions Chartered in the State of Michigan,0.08668106445052248,0.12731079730439854,0.11338400946338878,0.08593610532774931
Sturgis Hospital Inc,0.07716649620793203,0.12324065852586918,0.10808995624819129,0.08745451239797475
National Center for Manufacturing Sciences,0.1418257606053256,0.19910399742047724,0.1687130546155624,0.1428550030154897
United Methodist Retirement Communities Inc,0.07797463760180035,0.11596546739527458,0.09868625145568766,0.07553400973394309
414 University of Michigan C U,0.1663254496981046,0.20313298771785537,0.18365973963570958,0.14286915365053632
Beaumont Health Foundation,0.1065858711310812,0.14187165910203325,0.13003541560122855,0.10017112491093227
Mobile Medical Response Inc,0.15510406740728777,0.20806586673004568,0.17659722730522043,0.1489130103255818
Richard and Helen Devos Foundation,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Flint Cultural Center Foundation,0.12184541331547427,0.15843508146254548,0.15106671078334888,0.12440896972625592
Area Agency On Aging of Western Michigan Inc,0.06458668225734099,0.10826931895678593,0.09763877780153063,0.06384361798444949
Scheurer Hospital,0.11321406668264378,0.1466535010151483,0.13451598278561094,0.10589530118233559
Mayo Clinic Group Return,0.08599398970055117,0.11866049219453811,0.09273534729613331,0.0848847122717914
Thrivent Financial for Lutherans,0.07277783869051568,0.10852080084198179,0.09923369172963126,0.08577521322126935
Mayo Clinic,0.1944472580263621,0.2114979976527983,0.20674549578414914,0.1633240903736758
Allina Health System,0.04864553137651095,0.0856309112142768,0.07998753712047602,0.06892355559131536
Fairview Health Services,0.056568275034097004,0.09438321103928604,0.07759860510149597,0.05615389880768773
Ucare Minnesota,0.1050012972869907,0.1581794066651423,0.12313588947329512,0.10715002510869232
HMO Minnesota,0.10100881036355758,0.13109324563780533,0.13214853841397856,0.1054870937266188
Mayo Clinic,0.08599398970055117,0.11866049219453811,0.09273534729613331,0.0848847122717914
Healthpartners Inc,0.1490478858477562,0.19370211571958285,0.16797635919625875,0.14569967104929527
Group Health Plan Inc,0.10574926560638298,0.15004418808638287,0.12895731571712277,0.11090995406041415
Park Nicollet,0.1311409137712709,0.1751594299411916,0.14995968560109618,0.12919203938407642
Hennepin Healthcare System Inc,0.25003874713421337,0.2402299351485544,0.2547761445975424,0.24616626455696689
Medica Health Plans,0.10553574970377255,0.14477602454746719,0.1331129750248563,0.10067025142787778
Childrens Health Care,0.09421865765696336,0.1141257721195047,0.10104682119560171,0.08940691400191925
St Cloud Hospital,0.07134685834092891,0.10010237240396447,0.09515818795609776,0.09180693270274831
Stratacor,0.09853378978197502,0.14018009441658807,0.1184456103826852,0.08523643611002596
NORTH MEMORIAL HEALTH CARE,0.09131612855941063,0.11766243950891153,0.1093111393024937,0.08807144896431374
Regions Hospital,0.06584168652114097,0.10088988619811767,0.09370265399978117,0.07463487680940362
University of Minnesota Physicians,0.11096597281947962,0.14774162396509116,0.11049439821098661,0.10475500831928963
Smdc Medical Center,0.06652140268980078,0.07454114048165295,0.10033545942872646,0.0987940334869819
St Lukes Hospital of Duluth,0.11923848602663656,0.13032730425015837,0.15373019053197823,0.1437552410732108
St Marys Medical Center,0.09549965399054583,0.11556533351865417,0.11214011223037457,0.09849639482079753
NATIONAL MARROW DONOR PROGRAM,0.13755424968495533,0.15627085099542304,0.16385014178231705,0.1621759347437215
3M Employees Welfare Benefits Assocition Trust II,0.19963447971604353,0.23401380907622593,0.2092320832466552,0.15244248946635597
UNIVERSITY OF ST THOMAS,0.0662906193337982,0.09295262281037953,0.0653618196163438,0.08090903632923974
Educational Credit Management Corporation,0.164150663755951,0.1839929665181106,0.15130524904452936,0.13904092067427032
Ecmc Group Inc,0.07700810187529672,0.1092723278064226,0.06991730313796163,0.07569525863872995
The Travelers Companies Inc,0.23853649956634515,0.2753273682211259,0.25126324849859216,0.19390729750721347
Wells Fargo Foundation,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Delta Dental of Minnesota,0.10448295885000691,0.14174788091065105,0.12267217780506978,0.08900613564226545
Mayo Clinic,0.08599398970055117,0.11866049219453811,0.09273534729613331,0.0848847122717914
University of Minnesota Foundation,0.11589271763618358,0.15464907931471927,0.1332644384472702,0.11949009978173952
Centracare Health System,0.13685777297672608,0.18306899241626573,0.1634105546071517,0.12522490907529438
Connexus Energy,0.12960746877165008,0.18693879902266974,0.16557483039651955,0.13930103991050302
Ecmc Education Inc,0.08614368357633773,0.10367247117882672,0.07211875459809525,0.08622270106862351
Ridgeview Medical Center,0.09914724301762168,0.12187936086637274,0.11824477542718048,0.11725286113355349
HEALTHEAST ST JOHNS HOSPITAL,0.06514082066274951,0.08770465075268075,0.09345462926235582,0.0829757468470429
Centracare Clinic,0.1584339683909317,0.1962051681466085,0.17922769706990627,0.14981894246603777
HEALTHEAST CARE SYSTEM,0.06514082066274951,0.08770465075268075,0.09345462926235582,0.0829757468470429
GILLETTE CHILDRENS SPECIALTY HEALTH CARE,0.08476755533639813,0.09564387330759272,0.09977367442866569,0.08932849151043043
St Olaf College,0.05678167951714064,0.08266273500179744,0.06278366587111817,0.0736160818091286
CARLETON COLLEGE,0.14026176844392124,0.17524207648593293,0.12318042454130551,0.14239725451600238
St Joseph S Medical Center,0.09715042303187227,0.11727778533419075,0.11356698046927705,0.09996290486506032
Olmsted Medical Center,0.12072508014587158,0.1623667486310828,0.14888093432011973,0.12955210073985646
Maple Grove Hospital,0.061539713065414614,0.08121122053160701,0.08016757329364399,0.06801518106463944
Dakota Electric Association,0.08845477002249891,0.13654345211946173,0.1290565382759794,0.11301394513960183
Wings Financial Credit Union,0.13459410747340128,0.16726249811569793,0.1607545666657738,0.12968329548356017
Anne Ray Foundation,0.05352932753388895,0.10508663987046041,0.08923972687704274,0.07640096790025941
Hazelden Betty Ford Foundation,0.042263826274479555,0.07001300668456689,0.06662709407087664,0.05982695753811673
Carpenters & Joiners Welfare Fund,0.23754304015505767,0.2919411504584726,0.26525817462202006,0.20518106857712148
Essentia Health,0.06652140268980078,0.07454114048165295,0.10033545942872646,0.0987940334869819
MACALESTER COLLEGE,0.1637532273183846,0.1850495460315923,0.14963995650607353,0.15425171053201314
International Operating Engineers Union 49 Health and Welfare Fund,0.1729088950626818,0.20618764825261193,0.1844872700068031,0.1418531482448392
"Scholarship America, Inc.",0.044284611049207,0.0699333402268073,0.05706805624341815,0.05856284586163152
MCKNIGHT FOUNDATION,0.10016380172923067,0.13172109968751022,0.11642590159451394,0.10118336647416992
YOUNG MENS CHRISTIAN ASSOCIATION OF THE GREATER TWIN CITIES,0.025133884519599525,0.03896326681578166,0.04907214042421881,0.044881526555420326
HEALTHEAST WOODWINDS HOSPITAL,0.06514082066274951,0.08770465075268075,0.09345462926235582,0.0829757468470429
St Francis Regional Medical Center,0.06825277886750802,0.09791271559867443,0.09057992365930667,0.074720456451277
GUSTAVUS ADOLPHUS COLLEGE,0.28633765207454087,0.29482386820027207,0.27422942492039193,0.28825462247653744
Second Harvest Heartland,0.10602873334064389,0.1301485547234077,0.13531573167175237,0.1218164153631841
Xcel Energy Inc Voluntary Employees Benefciary Trust for Active Employ,0.20464322934456836,0.24719364267425015,0.23376465370912014,0.17517161964668138
Ecumen,0.08536348724459164,0.09242595252922692,0.1086146794386369,0.10862843580373793
Wells Fargo & Company Short Term Disability Plan & Trust,0.18969586102692815,0.2329614319623723,0.20705688758286223,0.1532120496104208
St. Catherine University,0.08419868877202319,0.1067152940250442,0.07946751282695619,0.0894766309416134
Farm Credit Foundations Welfare Benefits Trust,0.21242367892474756,0.2530324507765117,0.22372509330452262,0.1710992638265636
St Marys Regional Health Center,0.09751956933254358,0.11932876033187545,0.11430555187430935,0.09896885492867846
Minnesota Laborers Health and Welfare Fund,0.21542191688729684,0.2552152701085053,0.23356121567057564,0.18023594536938115
Concordia College Corporation,0.10160652990401164,0.11948635195479274,0.11606415577608331,0.11860959636958124
Ecumen,0.08536348724459164,0.09242595252922692,0.1086146794386369,0.10862843580373793
Bethel University,0.18815709615746246,0.2057899316095798,0.18161364951354397,0.19056589445265792
Workers Compensation Reinsurance Association,0.11050457297336991,0.17308213560575314,0.1494190743133158,0.10115563502007063
LAKE REGION HEALTHCARE CORPORATION,0.08945177297732232,0.13836928072975074,0.12102733118453668,0.10104420039066564
Cuyuna Regional Medical Center,0.11534261834977233,0.12193359645242519,0.14237475124079568,0.14352508313488754
Park Nicollet Health Services,0.10574926560638298,0.15004418808638287,0.12895731571712277,0.11090995406041415
Duluth Clinic Ltd,0.06652140268980078,0.07454114048165295,0.10033545942872646,0.0987940334869819
The Minneapolis Foundation,0.044306797057408476,0.07458503361731428,0.07891633636833695,0.07091312835808206
Frechette Family Foundation,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Trustees of the Hamline University of Minnesota,0.18801627329770243,0.20509809560487458,0.15393852961287335,0.1715501516381691
East Central Energy,0.1428055971605907,0.19282089925958346,0.17237893732178045,0.13334238781077068
Saint John's University,0.08687408372042438,0.11722877579060476,0.096503970570044,0.09488058433645397
Range Regional Health Services,0.09764754054138947,0.14810828871907944,0.12545876289882973,0.09597038446310835
College of St. Benedict,0.10488227051213872,0.1258272208695902,0.0943428571735272,0.10833422428798078
Lakeview Memorial Hospital Association Inc,0.17213732809364324,0.20079412499904092,0.18586738592478336,0.16095821564876367
Accra Care Inc,0.0932295124784619,0.11889640371124988,0.10577744421595725,0.0866470035125736
College of St Scholastica Inc,0.09105795337242928,0.12183631598560174,0.09901739700819046,0.10552989941434932
Saint Paul & Minnesota Foundation,0.1039067443888555,0.13091692823494194,0.12857567709724116,0.12247742917478821
Augsburg University,0.09692595726790676,0.13586173564246717,0.10055803809028652,0.110154518445293
University of Minnesota Health Clinics and Surgery Center Inc,0.15252688536249726,0.1956428683697351,0.16402366974772264,0.1341925201086981
HEALTHEAST MEDICAL RESEARCH INSTITUTE,0.06514082066274951,0.08770465075268075,0.09345462926235582,0.0829757468470429
Mayo Clinic,0.08599398970055117,0.11866049219453811,0.09273534729613331,0.0848847122717914
Wright Hennepin WrightHennepin Cooperative Electric Association,0.0658055415913299,0.116131285854008,0.10235969161166858,0.08482326063343582
Winona Health Services,0.1321918341557209,0.14685921603299934,0.14826527922827792,0.14484907804613745
Lakewood Health System,0.146713431860915,0.1842456003342583,0.16697792580959347,0.1398399474161719
Minnesota Public Radio | American Public Media,0.08533390429848631,0.1310673604399053,0.11116428285004654,0.1153427000312156
Lutheran Social Service of Minnesota,0.0647704096931575,0.08418609982057845,0.09021066991608828,0.08253646489127975
3M Employees Welfare Benefits Association Trust I,0.186851611845137,0.2131864196491271,0.19682337652788306,0.14472415585209353
University of Northwestern St. NorthwesternSt. Paul,0.08174982281019227,0.10140488380455748,0.07652393635391386,0.09222169991238605
Consumer Choice Services Inc,0.0932295124784619,0.11889640371124988,0.10577744421595725,0.0866470035125736
St Paul Teachers Retirement Fund Association,0.13528584789994935,0.15143476332031547,0.14550008787983892,0.1081708792596352
Ghr Foundation,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Avera Marshall,0.08350600661699414,0.12493056356053711,0.10657856164052448,0.09425533569405298
Pipe Trades Services MN Welfare Fund,0.21925816854797064,0.267096908529454,0.23691568830280163,0.19275229331962362
Margaret A Cargill Foundation,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
HEALTHEAST ST JOSEPHS HOSPITAL,0.06514082066274951,0.08770465075268075,0.09345462926235582,0.0829757468470429
St Marys University of Minnesota,0.23742699381354027,0.2651705318373717,0.2221615088640745,0.24739765021683546
Hutchinson Health,0.07917690663530186,0.11455784927472534,0.09754834642266874,0.07999161766867391
Lake Country Power,0.08003335959093316,0.13596791491881355,0.12036359382430362,0.09761456528350809
Minnesota Historical Society,0.08656793251924311,0.12421193812592124,0.09732283377929174,0.09975574300322865
Managed Resource Connections Inc,0.09464722091624855,0.14287633448464854,0.1142524271897678,0.09571882331218906
Northstar Education Finance Inc,0.10050254464747155,0.13027583764910378,0.10748960232065297,0.09826216870797388
Grand Itasca Clinic and Hospital,0.1342930102932386,0.17378993425419254,0.15061267492810204,0.11496363649940344
Minnesota Valley Electric Cooperative,0.18727435967599837,0.23416507932044028,0.2137407886109285,0.1835409761311183
Mayo Clinic,0.08599398970055117,0.11866049219453811,0.09273534729613331,0.0848847122717914
Medica Community Health Plan,0.10553574970377255,0.14477602454746719,0.1331129750248563,0.10067025142787778
Presbyterian Homes Housing and Assisted Living Inc,0.1442002951984226,0.1519975955666777,0.15770691479653798,0.16249791260654345
Medtronic Communities Foundation,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Unity Family Healthcare,0.25003874713421337,0.2402299351485544,0.2547761445975424,0.24616626455696689
Catholic United Financial,0.07888156745051178,0.11499470172731885,0.10078682793799798,0.08215008409751967
Otto Bremer Trust,0.22899287481357922,0.2483207291449857,0.24697251476177273,0.22742552225540047
Ibew 292 Health Care Plan,0.1800812497901919,0.21617028473321243,0.1930512781592112,0.15829946664449712
Crow Wing Cooperative Power & Light Company,0.2095448692698867,0.23772636105509515,0.2194095441592242,0.19437341823775234
Bush Foundation,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Aitkin Community Hospital Inc,0.148799426234127,0.18430569638382,0.16590531186901325,0.15305076601489487
Mienergy Cooperative,0.08931982196171528,0.14307033138265945,0.12855987257838164,0.10526928614561404
CONCORDIA UNIVERSITY ST PAUL,0.1319064774187667,0.15224074609284088,0.13749355517509443,0.14798787296154947
Lifeworks Services Inc.,0.07585074280976167,0.1016006921987389,0.09361454433003646,0.08556723327653415
Andersen Corporation Employee Beneficiary Association,0.16770561461067035,0.20029353103505998,0.18688097846421958,0.1372057542037024
American Baptist Homes of the Midwest,0.07439649508564683,0.09979864400563687,0.08672745513939417,0.08336754158394533
Greater Twin Cities United Way,0.10183020022961853,0.14170442187825683,0.13296524611470972,0.12158662545352172
Fairview Home Care and Hospice,0.1209919600701439,0.1433848619865128,0.13324178753704685,0.12643141904270883
Tri County TriCounty Hospital Inc,0.10816783358191528,0.15147161251957275,0.1294309689250135,0.1126656195229464
Central Minnesota Credit Union,0.18397619542352694,0.2214088209786893,0.20406669476109374,0.16333448273094164
Southern Minnesota Energy Cooperative,0.18191832260138363,0.2281281543959972,0.20831327716360915,0.17856187910122334
InFaith Community Foundation,0.07368902585770387,0.10147932636523505,0.11105165791997473,0.1147155765540886
Westfields Hospital Inc,0.0784913046801482,0.11256477432355039,0.10275549921428773,0.08249749792786443
Glencoe Regional Health Services,0.047974907987377025,0.08384208220336531,0.06761630919835049,0.0497944277510427
Catholic Charities of the Archdiocese of St Paul & Mpls,0.07901379950614051,0.0998642410493299,0.09203403977400182,0.08218333640829123
"Pheasants Forever, Inc / Quail Forever",0.16010987320898906,0.1961160076470272,0.1781247512206766,0.16582501554906248
Innovative Blood Resources,0.12460317484812777,0.16541169645182785,0.14727586076105748,0.1221231257724752
Eventide,0.14694940087497477,0.17665128159081878,0.15403388257814588,0.14712536472475857
Nexus Family Healing,0.1361547629928086,0.14792364193023277,0.14472474808071423,0.14163382453127937
Local No 1 Health Fund,0.1964022820018564,0.2388831117244513,0.21411228321404174,0.16469810477130453
Alight,0.05955092444015331,0.09175966462711393,0.09046025381361444,0.06490094007404268
Hudson Hospital Inc,0.1311409137712709,0.1751594299411916,0.14995968560109618,0.12919203938407642
Amery Regional Medical Center Inc,0.19206969572103927,0.2396179695798769,0.20314376899501807,0.17165861908888447
Paul Bunyan Rural Telephone Cooperative,0.23456491902465926,0.3041643741626002,0.25307259453271547,0.21654631265422308
Riverview Healthcare Association,0.04543085894497789,0.08468525494277857,0.0753245542857055,0.07080471081583328
Miscellaneous Drivers and Helpers,0.18816547609457135,0.23006098790120966,0.20600153755558948,0.15733241751665306
Sheet Metal No 10 Benefit Fund,0.20175818658409028,0.222669182563062,0.213615879935121,0.1670313364355661
St Josephs Area Health Services,0.08409765025326144,0.12854014664474367,0.10248033562300962,0.08557486961370642
Blake School,0.10241867560076856,0.12443162333683078,0.08076247856362695,0.10385812617644496
Stearns Cooperative Electric Association,0.15920019725005863,0.2043047029015157,0.1947938536191045,0.16689684284994766
Community Memorial Hospital Association,0.12622462348949193,0.16123982474134724,0.13271294037541792,0.11799013518273982
Construction Industry Laborers Welfare Fund,0.22077389875599507,0.2607048879041949,0.23876702690300156,0.1849042604543194
"Minnesota Teen Challenge, Inc.",0.04361955193549161,0.054355271412687034,0.05618496159261288,0.06005718861900733
Teamsters Local 346 Health Fund Trust,0.25003874713421337,0.2402299351485544,0.2547761445975424,0.24616626455696689
Freeborn Mower FreebornMower Cooperative Services,0.18039728379661213,0.2291915244801952,0.2029373761356973,0.1889516894656893
Beltrami Electric Cooperative,0.10011980752149374,0.14932421681256025,0.1375560154195027,0.10636860569036977
Augustana Care,0.07656512677525706,0.09722540033867533,0.09623553379790983,0.08443841799481533
Benedictine Health System,0.10110786012636075,0.12651599037500405,0.11865564763710434,0.10860762042890959
Minnesota Super Bowl Host Committee Inc,0.13452217672613176,0.1665897848866913,0.15621133653124997,0.11998130130452345
Senior Care Communities Inc,0.0912267946751919,0.1256861883578847,0.10800667306386746,0.08782473756821807
Lifecare Medical Center,0.12257684526168,0.13440988235310358,0.13948686592013726,0.12570770328810965
Volunteers of America Care Facilities,0.25003874713421337,0.2402299351485544,0.2547761445975424,0.24616626455696689
St Paul Electrical Workers Welfare Fund,0.19857254685556447,0.2308650597546419,0.20188560870744754,0.16513457898952089
Lake Region Electric Cooperative,0.10409345541096882,0.15477507535814783,0.13767438192067505,0.1125209572729684
Mitchell Hamline School of Law,0.0337803829984078,0.06605242515579757,0.04876413621672715,0.04096902749285192
Peoples Cooperative Services,0.2756985397191739,0.3166881495224414,0.2962553663981322,0.28324617646633576
Spire Credit Union,0.07681331379304535,0.12541686441118427,0.10759329950754237,0.08074517652035651
Minnehaha Academy,0.128145638760791,0.13838248370242767,0.0985386819755828,0.14221017251429435
Amherst H. Wilder Foundation,0.07456493358940652,0.10455010760600625,0.09640206684116304,0.06791910785154942
"Planned Parenthood Minnesota, North Dakota, South Dakota",0.26300872679709897,0.3091213717162118,0.29270464720159173,0.24628921277905724
PEOPLE INCORPORATED,0.12822782721765302,0.1689287327117892,0.1398253041286487,0.1189839836189982
HENNEPIN THEATRE TR,0.07789174155377421,0.10426904463646502,0.08821944331452669,0.09135305440188457
United Health Foundation,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Childrens Clinic Network,0.11493609898029744,0.1341018023968984,0.1233400455860012,0.10842862991090085
Thrivent Financial for Lutherans,0.12712964064888,0.15835487683550376,0.13882127819905754,0.12848899434940309
Blue Earth Nicollet Faribault Cooperative Electric Association,0.08100678237998049,0.12164399149728167,0.11574437792650039,0.08880438301495164
UPPER MIDWEST ORGAN PROCUREMENT ORGANIZATION INC,0.12540499430431762,0.14897332063172986,0.14712607581717385,0.1407490082803573
Partners in Community Supports Inc,0.08102665571963252,0.12285721086395107,0.10933345716346721,0.08100430821645832
SCIENCE MUSEUM OF MINNESOTA,0.09154107463926486,0.10749816574209392,0.08183797401847326,0.10906647354531873
Centracare Health System of Melrose,0.050092138934779706,0.04633009374778152,0.07011179855739158,0.06970568495668195
Minneapolis Society of Fine Arts,0.19848956931047723,0.21467284558952715,0.22887064755550757,0.22742542983963376
AMERICAN ACADEMY OF NEUROLOGY INSTITUTE,0.12168770841826626,0.16972372251721657,0.13627065403368077,0.12219564498028612
Sons of Norway,0.08833713356861006,0.12396572906152037,0.11891751451483257,0.10050739590412694
Elim Homes Inc,0.1714770986812174,0.1700043519656781,0.18925124003582527,0.17601437944681053
Minnesota Community Foundation,0.09135254566328033,0.12636745434305252,0.11770335473729931,0.09798780856460576
Feed My Starving Children,0.10013446677994242,0.1038633607342273,0.11267545876317331,0.1162523676616587
Goodwill Easter GoodwillEaster Seals Minnesota,0.11491301685224231,0.15674276953995803,0.1501471821930187,0.12814284951805988
American Property Casualty Insurance Association,0.21081897478366152,0.26424485399639486,0.2586226462078506,0.2056288970833433
Mille Lacs Health System,0.18990114823897086,0.22956420642937914,0.21340757765849827,0.19418240365577544
Healthpartners Institute,0.08247871976746912,0.12607083205555392,0.10054835701279907,0.08811331462157634
Augustana Chapel View Homes Inc,0.06909425061453511,0.09142869955826016,0.09180072041302467,0.07904020092878472
Breck School,0.058667134793656706,0.08203783336397052,0.0599841617797755,0.07817322884914601
Mayo Clinic,0.08599398970055117,0.11866049219453811,0.09273534729613331,0.0848847122717914
St Therese Foundation Inc,0.1690072998690414,0.19258884190301673,0.17828522137991143,0.1757164440495761
Twin Cities Public Television Inc,0.10703879308872188,0.1363525825958788,0.12062444325885313,0.1240158193442581
Minnesota Transitions Chartered School,0.08996375883777241,0.12431515271256321,0.07933391495616215,0.10664981907042337
J A Wedum Foundation,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Cargill Foundation,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
St Therese Home Inc,0.1690072998690414,0.19258884190301673,0.17828522137991143,0.1757164440495761
Steele Waseca Cooperative Electric,0.13080987052523807,0.18895663265082552,0.16485329227842693,0.13820760736956228
American Academy of Neurology,0.15939094455089442,0.2057175604040481,0.18188869677053032,0.17021729335923053
Catholic Community Foundation of Minnesota,0.10377343802133543,0.1404596405309172,0.11967587261689794,0.11517490941781627
Stevens Community Medical Center Inc,0.09974174478876419,0.14253354930498152,0.11681460787169262,0.08997790423579455
Minneapolis Retail Meat Cutters and Food Handlers,0.21542191688729684,0.2552152701085053,0.23356121567057564,0.18023594536938115
Volunteers of America of Minnesota,0.06063794459088501,0.08666679303363567,0.08165479808634557,0.07613646271621055
Central Minnesota Diagnostic Inc,0.15930310337066245,0.20907754362172193,0.17443308019012216,0.1441887664432605
CAR DONATION FOUNDATION,0.04522396883413771,0.04343710128134681,0.0622004224198387,0.0567860921546236
Mary and Jackson Burke Foundation,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Independent Community Bankers of America,0.13039233965904784,0.16756239863355626,0.1522980837175899,0.14990585236683773
Federated Rural Electric Association,0.10155451534266402,0.15895773334314967,0.14043457873635956,0.11299626211277847
Centracare Health System Sauk Centre,0.14774227088183545,0.16421533447128311,0.1628049599839606,0.14210356715550998
"Books For Africa, Inc.",0.12741891527920868,0.13981010942088734,0.1373674529300294,0.13505017393376373
District Energy St Paul Inc,0.0981863739978649,0.15108734022021952,0.1301631866503673,0.10040631687012425
GUTHRIE THEATER FOUNDATION,0.11408301446474922,0.142069738434501,0.11673707539215572,0.12153500178888199
Deer River Health Care Center Inc,0.06652140268980078,0.07454114048165295,0.10033545942872646,0.0987940334869819
Arrowhead Economic Opportunity Agency Incorporated,0.16687197963820288,0.20496367087816703,0.18259042411731885,0.15353793354086953
North Central States Regional Council of Carpenters,0.1056813632969611,0.13460242397336675,0.10365823035789878,0.08842712972330613
Members Cooperative Credit Union,0.08897577772563126,0.11929794912212366,0.11243078157361996,0.11286478833819857
Fraser Child and Family Center,0.06580034024684711,0.08735957094858149,0.07814843009750361,0.06449640146992042
St Paul Academy and Summit School,0.11542719695549897,0.13678862287871718,0.1061505191130171,0.10438491833283547
Foundation for Health Care Continuums,0.07659894995914929,0.11696107960155844,0.10143929830347898,0.07292144483325014
UNITED HOSPITAL DISTRICT INC,0.05698341545857033,0.09293786580172914,0.08219609581116127,0.06415071643070913
Centracare Health System Long SystemLong Prairie,0.14774227088183545,0.16421533447128311,0.1628049599839606,0.14210356715550998
Critical Care Services Inc,0.07486178667643173,0.11422272021849744,0.09852543570384598,0.07679738804800995
Painters and Allied Trades District Council 82 Health Care Fund,0.16839584421440912,0.19684867922706029,0.1768953040163712,0.13337851595209582
Minneapolis College of Art & Design,0.25003874713421337,0.2402299351485544,0.2547761445975424,0.24616626455696689
Minnesota Laborers Vacation Fund,0.10072237307322573,0.1254750012186988,0.1256873622719551,0.10001499981772477
Hennepin Healthcare Research Institute,0.09236395192316094,0.12722232303131553,0.10778874962343232,0.08584189449655688
Knute Nelson,0.12141119329082306,0.13384712952591893,0.1394283916692578,0.14569889201984243
Mayo Clinic,0.08599398970055117,0.11866049219453811,0.09273534729613331,0.0848847122717914
Deluxe Employees Health Care Plan,0.15642450826126064,0.18692712961067603,0.17378850942579083,0.12585068774838393
Ecmc Foundation,0.15489107460226237,0.21482081716068846,0.16844589167249124,0.17565443980918483
Cerenity Senior Care,0.16611052597035736,0.21254127725697192,0.18485738710956134,0.17778302192036421
Education Minnesota,0.1209499023149666,0.15080282797514222,0.11802161304994818,0.11076489156907876
Fraser,0.06499745897772624,0.08882010748829228,0.0771428698662946,0.06199847848501838
Minnesota Teamsters Health & Welfare Plan,0.1864643905337966,0.21236116555228501,0.19587619166839543,0.1562704120825401
Ideal Credit Union,0.1553367636195484,0.2026150623763876,0.18689849616977738,0.13728636838808095
Government and Educational Assistance Corporation,0.0810787474714808,0.12102970829306658,0.11096767516244366,0.09915482881142978
SHATTUCK ST SHATTUCKST MARYS SCHOOLS,0.06496474340767067,0.10620579365918048,0.08180723026134196,0.08868077571322508
Benedictine Living Communities Inc,0.10353607128598585,0.12882762597215958,0.12035424286677143,0.11353737623984506
Minnesota Masonic Home Care Center,0.0867886883525757,0.11791245214931922,0.09676095871681534,0.07567749729927653
North Central University,0.10642003526360555,0.13416334632849836,0.11231016278252604,0.12063642300565625
Saint Elizabeths Hospital of Wabasha Inc,0.07122641970944954,0.0983845061746983,0.09377208580415952,0.08448001233246849
Serveminnesota,0.0876082708417063,0.12654446530864305,0.10376994531044781,0.09430955053822099
Home and Away Ministries,0.11857834155438529,0.15270746857732231,0.1270569864354234,0.11385312860025076
Wild Rice Electric Cooperative Inc,0.06226964815940106,0.09937746866763963,0.09099106002840496,0.07742138725519065
Bella Mente Quantum Racing Association,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Heartland Health Care Fund,0.26993742748509075,0.299607400606996,0.29196945667117846,0.23916421845302394
North Mississippi Medical Center Inc,0.12917478690727435,0.16743567766813228,0.14902991250909037,0.12062877078374756
Cooperative Energy A Mississippi Electric Cooperative,0.14992433079219802,0.189725270888204,0.1827141294506336,0.15551240889522056
St Dominic Jackson DominicJackson Memorial Hospital,0.17014265076389945,0.18069062148169668,0.1788116268468135,0.18716007314180128
Mississippi Baptist Medical Center,0.10362804966562633,0.143066939430459,0.1131079580247385,0.09992269291790323
Baptist Memorial Hospital Desoto HospitalDesoto Inc,0.11515681384204568,0.14365810609030116,0.12974754408186406,0.09735784207390397
